handle,variant_id,variant_sku,variant_barcode,product_group,variant_title,product_title,subtitle,description,brand,category_handle,collection_handle,dietary_flags,tags,allergens,ingredients,storage,country_of_origin,weight_value,weight_unit,thumbnail_url,image_filenames,velocity,eco_rating,brand_slug,vat_rate,regional_tags,subscription_eligible,status,variant_title_raw,variant_sku_raw
4583223165000,variant_01KSQVBGRGYGSQJ9G6V3CDAH52,natco-chick-peas-full-case-12x400g-400g,,,400g,Natco - Chick Peas Full Case 12x400g,,Ready-to-eat tinned pulses from Natco Foods. Convenient; no soaking required.,Natco,beans_peas_pulses,,vegetarian,,,See product packaging for full ingredients list,,India,400,g,/uploads/natco_chick-peas-full-case-12x400g.jpg,,A,,natco,0,,true,published,Default,C1110
4583223066696,variant_01KSQVBGZ3ZXJHNZ1GZGYQX7WV,natco-chick-peas-25kg,,,2.5kg,Natco - Chick Peas,,Ready-to-eat tinned pulses from Natco Foods. Convenient; no soaking required.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,2.5,kg,/uploads/natco_chick-peas-25kg.jpg,,A,,natco,0,,true,published,Default,C1100
4583223066696,variant_01KSQVBH4NJY1S7BBJR3DHXF6T,natco-chick-peas-2kg,,,2kg,Natco - Chick Peas,,Our products are manufactured in a site that handles gluten; soya;./images/natco_chick-peas-2kg.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,2,kg,/uploads/natco_chick-peas-2kg.jpg,,A,,natco,0,,true,published,Default,L3160
4567672193096,variant_01KSQVBH9GZ736CBPGF0B0RRDY,natco-kala-chana-boiled-400g,,,400g,Natco - Kala Chana Boiled,,Ready-to-eat tinned pulses from Natco Foods. Convenient; no soaking required.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,400,g,/uploads/natco_kala-chana-boiled-400g.jpg,,A,,natco,0,,true,published,Default,C1130
4567671504968,variant_01KSQVBHSBP9GEM4138ARHDMR2,natco-rose-coco-borlotti-beans-400g,,,400g,Natco - Rose Coco (Borlotti) Beans,,Ready-to-eat tinned pulses from Natco Foods. Convenient; no soaking required.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,400,g,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,,A,,natco,0,,true,published,Default,C2310
4567671504968,variant_01KSW8AZ5SB9NSCCSHWQZ7T8Y1,natco-rose-coco-borlotti-beans-2kg,,,2kg,Natco - Rose Coco (Borlotti) Beans,,Rosecoco Beans; also known as Borlotti beans; are great for using in casseroles; soups and stews.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,Rose Coco (Borlotti) Beans 2kg,,India,2,kg,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,,B,,natco,0,,true,published,Default,L6350
4567671504968,variant_01KSW8AZ8V4Y4P567G2ZXNDSEA,natco-rose-coco-borlotti-beans-500g,,,500g,Natco - Rose Coco (Borlotti) Beans,,Rosecoco Beans; also known as Borlotti beans; are great for using in casseroles; soups and stews.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,Rose Coco (Borlotti) Beans 500g,,India,500,g,/uploads/natco_rose-coco-borlotti-beans-400g.jpg,,B,,natco,0,,true,published,Default,L6360
4567670030408,variant_01KSQVBHZTZNB2RJR2B0P7DG5M,natco-toovar-400g,,,400g,Natco - Toovar,,Ready-to-eat tinned pulses from Natco Foods. Convenient; no soaking required.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,400,g,/uploads/natco_toovar-400g.jpg,,A,,natco,0,,true,published,Default,C7110
4567667638344,variant_01KSQVBJ6445A8SD4DZF5YFCS9,natco-alubia-beans-2kg,,,2kg,Natco - Alubia Beans,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,2,kg,/uploads/natco_alubia-beans-2kg.jpg,,A,,natco,0,,true,published,Default,L1010
4567667638344,variant_01KSQVBJA6JS8J1EM8ART9TWC6,natco-alubia-beans-500g,,,500g,Natco - Alubia Beans,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,500,g,/uploads/natco_alubia-beans-500g.jpg,,A,,natco,0,,true,published,Default,L1020
4567667572808,variant_01KSQVBJDS1PZCV01SD8W8YYET,natco-black-eye-beans-2kg,,,2kg,Natco - Black Eye Beans,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,2,kg,/uploads/natco_black-eye-beans-2kg.jpg,,A,,natco,0,,true,published,Default,L1150
4567667572808,variant_01KSQVC2H9VNTKKA9ZZ3ZRFQNC,natco-black-eye-beans-500g,,,500g,Natco - Black Eye Beans,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,500,g,/uploads/natco_black-eye-beans-500g.png,,A,,natco,0,,true,published,Default,L1160
15383683334529,variant_01KSQVBJJJ0B1HEGS9N9CRQC9D,natco-pure-mustard-oil-250ml,,,250ml,Natco - Pure Mustard Oil,,Pure cooking oil from Natco Foods. Essential for Indian cooking and frying.,Natco,cooking_oils_ghee,,vegetarian,,mustard,See product packaging for full ingredients list,,India,250,ml,/uploads/natco_pure-mustard-oil-250ml.jpg,,A,,natco,0,bengali,true,published,Default,C2275
15383643226497,variant_01KSQVBJQ8K6M171RS4PSDHS7Q,natco-pure-mustard-oiltr,,,,Natco - Pure Mustard Oil 1Ltr,,Pure cooking oil from Natco Foods. Essential for Indian cooking and frying.,Natco,cooking_oils_ghee,,vegetarian,,mustard,See product packaging for full ingredients list,,India,,,/uploads/natco_pure-mustard-oil-1ltr.jpg,,A,,natco,0,bengali,true,published,Default,C2273
4567662002248,variant_01KSQVBJW2SB9CZNWCY75P0RE4,natco-basmati-rice-india-2kg,,,2kg,Natco - Basmati Rice India,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,basmati_rice,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,2,kg,/uploads/natco_basmati-rice-india-2kg.jpg,,A,,natco,0,,true,published,Default,R1140
4567668523080,variant_01KSQVBK0WE8MCK8KYN8DGBQC9,natco-ragi-flour-900g,,,900g,Natco - Ragi Flour,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,speciality_flours_grains,,vegetarian;vegan,,,See product packaging for full ingredients list,,India,900,g,/uploads/natco_ragi-flour-900g.jpg,,A,,natco,0,,true,published,Default,F7120
15097116393857,variant_01KSQVBK6H09951NPYPCW1Y2HM,natco-lemon-juicetr,,,,Natco - Lemon Juice 1 Ltr,,Food-grade colouring and flavouring essence from Natco Foods. Ideal for baking and desserts.,Natco,baking_essences_colours,,vegetarian,,,See product packaging for full ingredients list,,India,,,/uploads/natco_lemon-juice-1-ltr.jpg,,A,,natco,0,,true,published,Default,V1000
15097122881921,variant_01KSQVBKB3QK6KF1WJ48K5HM3G,natco-lemon-juice-500ml,,,500ml,Natco - Lemon Juice,,Food-grade colouring and flavouring essence from Natco Foods. Ideal for baking and desserts.,Natco,baking_essences_colours,,vegetarian,,,See product packaging for full ingredients list,,India,500,ml,/uploads/natco_lemon-juice-500ml.jpg,,A,,natco,0,,true,published,Default,V1005
15097233015169,variant_01KSQVBKFWQWZ7D22JXPPP75RT,natco-lemon-juice-with-essential-oil-200ml,,,200ml,Natco - Lemon Juice with Essential Oil,,Food-grade colouring and flavouring essence from Natco Foods. Ideal for baking and desserts.,Natco,baking_essences_colours,,vegetarian,,,See product packaging for full ingredients list,,India,200,ml,/uploads/natco_lemon-juice-with-essential-oil-200ml.jpg,,A,,natco,0,,true,published,Default,V1010
4567670423624,variant_01KSQVBKMDJ51ZHWART4JVS9KZ,natco-okra-full-case-12x400g-400g,,,400g,Natco - Okra Full Case 12x400g,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,canned_preserved_vegetables,,vegetarian,,,See product packaging for full ingredients list,,India,400,g,/uploads/natco_okra-full-case-12x400g.png,,A,,natco,0,,true,published,Default,C7060
4567661183048,variant_01KSQVBKQZYDXMSGNBC8Z1KE3P,natco-jaggery-500g,,,500g,Natco - Jaggery,,Natural sugar from Natco Foods. Essential for Indian sweets and daily use.,Natco,sweeteners,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,500,g,/uploads/natco_jaggery-500g.jpg,,A,,natco,0,,true,published,Default,R5360
14681551307137,variant_01KSQVBKW51ACC6VS51Z5KMJTJ,natco-spiced-tea-masala-blend-160s,,,,Natco - Spiced Tea - Masala Blend 160s,,Refreshing drink from Natco Foods. Authentic Indian taste.,Natco,beverages_drinks,,vegetarian,,,See product packaging for full ingredients list,,India,,,/uploads/natco_spiced-tea-masala-blend-160s.jpg,,A,,natco,0,,true,published,Default,V6920
6842634403912,variant_01KSQVBM0N2MC013QEMK8ZKJBN,natco-coriander-seeds-jar-60g,,,60g,Natco - Coriander Seeds Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,whole_spices_seeds,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,60,g,/uploads/natco_coriander-seeds-jar-60g.jpg,,A,,natco,0,,true,published,Default,T4106
6842634403912,variant_01KSQVCCTGP9B5FFHQGN4CRF6F,natco-coriander-seeds-jar-65g,,,65g,Natco - Coriander Seeds Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,whole_spices_seeds,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,65,g,/uploads/natco_coriander-seeds-jar-65g.jpg,,A,,natco,0,,true,published,Default,T4107
4567658168392,variant_01KSQVBM4VEQ3T7PRMG81KEXNE,natco-kasuri-methi-leaves-100g,,,100g,Natco - Kasuri Methi Leaves,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,100,g,/uploads/natco_kasuri-methi-leaves-100g.jpg,,A,,natco,0,,true,published,Default,S8274
4567661084744,variant_01KSQVBM9A450RH5VDNA9S7WVD,natco-crispy-fried-onions-150g,,,150g,Natco - Crispy Fried Onions,,Crispy fried onions from Natco Foods. Ready to use for biryani and garnishing.,Natco,savouries_papadoms,,vegetarian,,,See product packaging for full ingredients list,,India,150,g,/uploads/natco_crispy-fried-onions-150g.png,,A,,natco,0,,true,published,Default,R6035
4567661084744,variant_01KSQVCF7P2GNV0J51KXC9422Z,natco-crispy-fried-onions-400g,,,400g,Natco - Crispy Fried Onions,,Crispy fried onions from Natco Foods. Ready to use for biryani and garnishing.,Natco,savouries_papadoms,,vegetarian,,,See product packaging for full ingredients list,,India,400,g,/uploads/natco_crispy-fried-onions-400g.jpg,,A,,natco,0,,true,published,Default,R6020
4567673438280,variant_01KSQVBMDJ3K1X9P4BEWSG6FM6,natco-mixed-pickle-300g,,,300g,Natco - Mixed Pickle,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,pickles,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,300,g,/uploads/natco_mixed-pickle-300g.jpg,,A,,natco,0,,true,published,Default,A2010
6804786282568,variant_01KSQVBMGVGC7DM6HMY65SM71K,natco-whole-birdseye-chilli-jar-40g,,,40g,Natco - Whole Birdseye Chilli Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,whole_spices_seeds,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,40,g,/uploads/natco_whole-birdseye-chilli-jar-40g.jpg,,A,,natco,0,,true,published,Default,T3151
6804786282568,variant_01KSQVCC56J26W6YYBV8AEAKAW,natco-whole-birdseye-chilli-jar-50g,,,50g,Natco - Whole Birdseye Chilli Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,whole_spices_seeds,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,50,g,/uploads/natco_whole-birdseye-chilli-jar-50g.jpg,,A,,natco,0,,true,published,Default,T3152
4567672488008,variant_01KSQVBMN6ZNJ5BE9Q4HJA88J1,natco-coconut-cream-400ml,,,400ml,Natco - Coconut Cream,,Creamy coconut products from Natco Foods. Authentic taste for curries and desserts.,Natco,beverages_drinks,,vegetarian;vegan;gluten-free,,tree-nuts,See product packaging for full ingredients list,,India,400,ml,/uploads/natco_coconut-cream-400ml.jpg,,A,,natco,0,,true,published,Default,C1025
4567667671112,variant_01KSQVBMV3SWHQM13H6TYGJ9J2,natco-coconut-water-330ml,,,330ml,Natco - Coconut Water,,Refreshing drink from Natco Foods. Authentic Indian taste.,Natco,beverages_drinks,,vegetarian,,tree-nuts,See product packaging for full ingredients list,,India,330,ml,/uploads/natco_coconut-water-330ml.jpg,,A,,natco,0,,true,published,Default,J3172
4567667671112,variant_01KSQVBMZEYQWG28MP5JKREKNY,natco-coconut-water-1l,,,1L,Natco - Coconut Water,,Refreshing drink from Natco Foods. Authentic Indian taste.,Natco,beverages_drinks,,vegetarian,,tree-nuts,See product packaging for full ingredients list,,India,1,l,/uploads/natco_coconut-water-1l.png,,A,,natco,0,,true,published,Default,J3170
6804650754120,variant_01KSQVBN2Y9HCGG3WT5D2FZ9XJ,natco-demerara-sugar-500g,,,500g,Natco - Demerara Sugar,,Natural sugar from Natco Foods. Essential for Indian sweets and daily use.,Natco,sweeteners,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,500,g,/uploads/natco_demerara-sugar-500g.png,,A,,natco,0,,true,published,Default,R7512
6804650754120,variant_01KSQVBWEZ156FDF9F7W5WFSS1,natco-demerara-sugar-15kg,,,1.5kg,Natco - Demerara Sugar,,Natural sugar from Natco Foods. Essential for Indian sweets and daily use.,Natco,sweeteners,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,1.5,kg,/uploads/natco_demerara-sugar-15kg.jpg,,A,,natco,0,,true,published,Default,R7510
4567669735496,variant_01KSQVBN76X9148MMNCDD9XZAH,natco-chakki-atta-multigrain-5kg,,,5kg,Natco - Chakki Atta Multigrain,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,atta_flour,,vegetarian;vegan,,gluten,See product packaging for full ingredients list,,India,5,kg,/uploads/natco_chakki-atta-multigrain-5kg.jpg,,A,,natco,0,,true,published,Default,F1626
6804638728264,variant_01KSQVBNATRGKDN303DY0YKWGQ,natco-rosemary-jar-40g,,,40g,Natco - Rosemary Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,,,See product packaging for full ingredients list,,India,40,g,/uploads/natco_rosemary-jar-40g.jpg,,A,,natco,0,,true,published,Default,H5524
4567661281352,variant_01KSQVBNF9Y9NBQZG8VQZY3RVB,natco-phool-makhana-popped-lotus-seeds-100g,,,100g,Natco - Phool Makhana (Popped Lotus Seeds),,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,canned_preserved_vegetables,,vegetarian,,,See product packaging for full ingredients list,,India,100,g,/uploads/natco_phool-makhana-popped-lotus-seeds-100g.jpg,,A,,natco,0,,true,published,Default,R4282
4567670161480,variant_01KSQVBNKTR8KJY9PSHPP1YKZ3,natco-punjabi-tinda-full-case-12x400g-400g,,,400g,Natco - Punjabi Tinda Full Case 12x400g,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,canned_preserved_vegetables,,vegetarian,,,See product packaging for full ingredients list,,India,400,g,/uploads/natco_punjabi-tinda-full-case-12x400g.jpg,,A,,natco,0,,true,published,Default,C7090
5864194801736,variant_01KSQVBNQEGR270JF2QEFJ9N64,natco-big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card-12x50g,,,12x50g,Natco - Big D Honey Roast Peanuts 12x50g Packs on a Pub Card,,Roasted and seasoned nuts from Natco Foods. Delicious and satisfying snacks.,Natco,nuts_dried_fruits,,vegetarian;vegan;gluten-free,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,,,/uploads/natco_big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card.jpg,,A,,natco,0,,true,published,Default,TRI06380
6562924986440,variant_01KSQVBNVTEESBACRN1VFMK8VW,natco-big-d-salted-cashews-12x30g-cards-12x30g,,,12x30g,Natco - Big D Salted Cashews 12x30g Cards,,Roasted and seasoned nuts from Natco Foods. Delicious and satisfying snacks.,Natco,nuts_dried_fruits,,vegetarian;vegan;gluten-free,,tree-nuts,See product packaging for full ingredients list,,India,,,/uploads/natco_big-d-salted-cashews-12x30g-cards.png,,A,,natco,0,,true,published,Default,TRI06352
5864191590472,variant_01KSQVBP02RGVY807MN3P46FTP,natco-big-d-salted-peanuts-24x50g-50g,,,50g,Natco - Big D Salted Peanuts 24x50g,,Roasted and seasoned nuts from Natco Foods. Delicious and satisfying snacks.,Natco,nuts_dried_fruits,,vegetarian;vegan;gluten-free,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,50,g,/uploads/natco_big-d-salted-peanuts-24x50g.png,,A,,natco,0,,true,published,Default,TRI06301
4567673077832,variant_01KSQVBP4F36D0X5FC249ZHPTM,natco-mango-chutney-spicy-340g,,,340g,Natco - Mango Chutney Spicy,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,chutneys_spreads,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,340,g,/uploads/natco_mango-chutney-spicy-340g.jpg,,A,,natco,0,,true,published,Default,A2060
4567672848456,variant_01KSQVBP87YJCHXYB1PV4FREGA,natco-tamarind-sauce-340g,,,340g,Natco - Tamarind Sauce,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,cooking_pastes_sauces,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,340,g,/uploads/natco_tamarind-sauce-340g.jpg,,A,,natco,0,,true,published,Default,A2260
4567672750152,variant_01KSQVBPBTDJBDRN5PT58JPZ5E,natco-garlic-chilli-sauce-340g,,,340g,Natco - Garlic &amp; Chilli Sauce,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,cooking_pastes_sauces,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,340,g,/uploads/natco_garlic-amp-chilli-sauce-340g.jpg,,A,,natco,0,,true,published,Default,A2270
4567672717384,variant_01KSQVBPKS0KSVZVG003QCWG07,natco-tamarind-date-sauce-340g,,,340g,Natco - Tamarind &amp; Date Sauce,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,cooking_pastes_sauces,,vegetarian;vegan;gluten-free,,,See product packaging for full ingredients list,,India,340,g,/uploads/natco_tamarind-amp-date-sauce-340g.jpg,,A,,natco,0,,true,published,Default,A2280
4567663411272,variant_01KSQVBPQCT27SFXVQ6Q42XQF0,natco-roasted-monkey-nuts-300g,,,300g,Natco - Roasted Monkey Nuts,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_dried_fruits,,vegetarian;vegan;gluten-free,,tree-nuts,See product packaging for full ingredients list,,India,300,g,/uploads/natco_roasted-monkey-nuts-300g.jpg,,A,,natco,0,,true,published,Default,N4317
4567663378504,variant_01KSQVBPVFVFTJ5KJ76FGKWFH7,natco-roasted-salted-pistachio-nuts-1kg,,,1kg,Natco - Roasted &amp; Salted Pistachio Nuts,,Roasted and seasoned nuts from Natco Foods. Delicious and satisfying snacks.,Natco,nuts_dried_fruits,,vegetarian;vegan;gluten-free,,tree-nuts,See product packaging for full ingredients list,,India,1,kg,/uploads/natco_roasted-amp-salted-pistachio-nuts-1kg.jpg,,A,,natco,0,,true,published,Default,N5150
4567663378504,variant_01KSQVBPYMTAEYGR9W9TG7V3T9,natco-roasted-salted-pistachio-nuts-300g,,,300g,Natco - Roasted &amp; Salted Pistachio Nuts,,Roasted and seasoned nuts from Natco Foods. Delicious and satisfying snacks.,Natco,nuts_dried_fruits,,vegetarian;vegan;gluten-free,,tree-nuts,See product packaging for full ingredients list,,India,300,g,/uploads/natco_roasted-amp-salted-pistachio-nuts-300g.jpg,,A,,natco,0,,true,published,Default,N5160
4567663378504,variant_01KSQVBQ2QD0CBSV6X5ZFERH7D,natco-roasted-salted-pistachio-nuts-100g,,,100g,Natco - Roasted &amp; Salted Pistachio Nuts,,Roasted and seasoned nuts from Natco Foods. Delicious and satisfying snacks.,Natco,nuts_dried_fruits,,vegetarian;vegan;gluten-free,,tree-nuts,See product packaging for full ingredients list,,India,100,g,/uploads/natco_roasted-amp-salted-pistachio-nuts-100g.jpg,,A,,natco,0,,true,published,Default,N5170
4567662559304,variant_01KSQVBQ6GF32ED5M6AAY30F3F,natco-pappadoms-black-pepper-200g,,,200g,Natco - Pappadoms Black Pepper,,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,,,See product packaging for full ingredients list,,India,200,g,/uploads/natco_pappadoms-black-pepper-200g.jpg,,A,,natco,0,,true,published,Default,P4010
4567662526536,variant_01KSQVBQA47NXGN7KEH5VBAFCC,natco-pappadoms-jeera-microwavable-200g,,,200g,Natco - Pappadoms Jeera (Microwavable),,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,,,See product packaging for full ingredients list,,India,200,g,/uploads/natco_pappadoms-jeera-microwavable-200g.jpg,,A,,natco,0,,true,published,Default,P4310
4567662493768,variant_01KSQVBQDPS8HKKTHGBRRYZXYT,natco-pappadoms-plain-microwavable-200g,,,200g,Natco - Pappadoms Plain (Microwavable),,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,,,See product packaging for full ingredients list,,India,200,g,/uploads/natco_pappadoms-plain-microwavable-200g.jpg,,A,,natco,0,,true,published,Default,P4410
4567662461000,variant_01KSQVBQJFGM16354V8M4CSW48,natco-pappadoms-punjabi-microwavable-200g,,,200g,Natco - Pappadoms Punjabi (Microwavable),,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,,,See product packaging for full ingredients list,,India,200,g,/uploads/natco_pappadoms-punjabi-microwavable-200g.jpg,,A,,natco,0,,true,published,Default,P4510
